No	TMNo	EnNo	Name		GMNo	Mode	IN/OUT	Antipass	DateTime
1	1	10020	                    	1	1	 	0	2011-11-08  08:58:05
2	1	1002	                    	1	1	 	0	2011-11-08  10:11:43
3	1	10017	                    	1	1	 	0	2011-11-08  12:36:34
4	1	10017	                    	1	1	 	0	2011-11-08  12:36:35
5	1	10020	                    	1	1	 	0	2011-11-08  13:01:42
6	1	10015	                    	1	1	 	0	2011-11-08  14:00:14
7	1	10011	                    	1	1	 	0	2011-11-08  14:03:58
8	1	1001	                    	1	1	 	0	2011-11-08  14:06:45
9	1	1007	                    	1	1	 	0	2011-11-08  14:13:14
10	1	10016	                    	1	1	 	0	2011-11-08  14:21:09
11	1	10017	                    	1	1	 	0	2011-11-08  14:23:39
12	1	10020	                    	1	1	 	0	2011-11-08  14:57:20
13	1	10020	                    	1	1	 	0	2011-11-08  14:57:21
14	1	1002	                    	1	1	 	0	2011-11-08  15:08:56
15	1	10018	                    	1	1	 	0	2011-11-08  15:57:50
16	1	10015	                    	1	1	 	0	2011-11-08  15:59:55
17	1	10013	                    	1	1	 	0	2011-11-08  16:02:58
18	1	1006	                    	1	1	 	0	2011-11-08  16:03:47
19	1	10010	                    	1	1	 	0	2011-11-08  16:07:14
20	1	1007	                    	1	1	 	0	2011-11-08  16:08:21
21	1	10012	                    	1	1	 	0	2011-11-08  16:19:50
22	1	1009	                    	1	1	 	0	2011-11-08  16:25:11
23	1	10020	                    	1	1	 	0	2011-11-08  17:01:19
24	1	10020	                    	1	1	 	0	2011-11-08  17:01:20
25	1	10015	                    	1	1	 	0	2011-11-08  18:01:35
26	1	1004	                    	1	1	 	0	2011-11-08  18:01:40
27	1	10017	                    	1	1	 	0	2011-11-08  18:04:29
28	1	10017	                    	1	1	 	0	2011-11-08  18:04:30
29	1	10019	                    	1	1	 	0	2011-11-08  19:38:06
30	1	1001	                    	1	1	 	0	2011-11-08  20:01:32
31	1	10010	                    	1	1	 	0	2011-11-08  20:14:09
32	1	1006	                    	1	1	 	0	2011-11-08  22:36:02
33	1	10019	                    	1	1	 	0	2011-11-08  23:30:03
34	1	10018	                    	1	1	 	0	2011-11-08  23:30:10
35	1	10013	                    	1	1	 	0	2011-11-08  23:30:27
36	1	1004	                    	1	1	 	0	2011-11-08  23:30:35
37	1	10017	                    	1	1	 	0	2011-11-09  08:02:09
